Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,StateProvinceCode,PostalCode,BikeBuyer
59,S,F,30000,1,0,High School,Clerical,0,2,CA,91941,0
54,S,M,30000,1,0,High School,Clerical,1,2,CA,92102,0
67,M,M,30000,4,0,High School,Professional,1,2,CA,92625,0
66,S,F,30000,4,0,High School,Professional,1,2,CA,94947,0
68,S,M,30000,4,0,High School,Professional,0,2,CA,95062,0
65,S,F,30000,4,0,High School,Professional,0,2,CA,92118,0
59,S,M,30000,1,0,High School,Clerical,0,2,CA,94611,0
67,S,F,30000,4,0,High School,Professional,0,2,CA,90706,0
67,S,M,30000,4,0,High School,Professional,1,2,CA,94063,0
65,M,M,30000,4,0,High School,Professional,0,2,CA,94519,0
58,S,M,30000,2,0,High School,Skilled Manual,1,2,CA,90401,1
58,M,F,30000,2,0,High School,Skilled Manual,1,2,CA,91945,1
58,M,F,30000,2,0,High School,Skilled Manual,1,2,CA,92102,1
41,M,M,30000,2,0,High School,Skilled Manual,0,2,CA,90210,0
58,M,M,30000,2,0,High School,Skilled Manual,0,2,CA,90706,1
59,S,M,30000,2,0,High School,Skilled Manual,1,2,CA,90210,1
58,M,M,30000,2,0,High School,Skilled Manual,0,2,CA,90712,0
57,M,M,30000,2,0,High School,Skilled Manual,1,2,CA,94015,0
58,M,M,30000,2,0,High School,Skilled Manual,0,2,CA,94941,0
52,S,F,30000,2,0,High School,Skilled Manual,1,2,CA,94704,0
59,S,F,30000,2,0,High School,Skilled Manual,1,2,CA,91950,0
58,S,M,30000,2,0,High School,Skilled Manual,1,2,CA,90706,0
58,M,F,30000,2,0,High School,Skilled Manual,1,2,CA,94947,0
47,M,F,30000,2,0,High School,Skilled Manual,0,2,CA,92020,0
59,M,M,30000,2,0,High School,Skilled Manual,0,2,CA,94010,0
59,S,M,30000,2,0,High School,Skilled Manual,1,2,CA,90802,0
57,M,F,30000,2,0,High School,Skilled Manual,0,2,CA,92806,0
60,M,M,30000,2,0,High School,Skilled Manual,1,2,CA,92806,0
52,M,F,30000,2,0,High School,Skilled Manual,1,2,CA,94109,0
58,M,M,30000,2,0,High School,Skilled Manual,0,2,CA,91910,0
59,M,F,30000,2,0,High School,Skilled Manual,1,2,CA,95062,0
53,M,F,30000,2,0,High School,Skilled Manual,0,2,CA,91791,0
59,M,F,30000,2,0,High School,Skilled Manual,1,2,CA,94947,0
57,M,F,30000,2,0,High School,Skilled Manual,0,2,CA,90712,0
41,M,M,30000,2,0,High School,Skilled Manual,0,2,CA,94519,0
58,M,M,30000,2,0,High School,Skilled Manual,1,2,CA,91203,0
41,M,M,30000,2,0,High School,Skilled Manual,1,2,CA,92020,0
57,M,F,30000,2,0,High School,Skilled Manual,0,2,CA,90210,0
52,M,M,30000,2,0,High School,Skilled Manual,1,2,CA,90802,0
58,M,M,30000,2,0,High School,Skilled Manual,1,2,CA,90012,0
57,M,M,30000,2,0,High School,Skilled Manual,1,2,CA,90706,1
58,M,M,30000,2,0,High School,Skilled Manual,1,2,CA,94063,0
58,S,F,30000,2,0,High School,Skilled Manual,0,2,CA,92118,0
58,S,F,30000,2,0,High School,Skilled Manual,0,2,CA,94303,0
57,S,M,30000,2,0,High School,Skilled Manual,1,2,CA,92020,1
58,S,F,30000,2,0,High School,Skilled Manual,0,2,CA,94070,0
58,S,M,30000,2,0,High School,Skilled Manual,1,2,CA,90802,0
47,M,M,30000,2,0,High School,Skilled Manual,1,2,CA,90012,0
51,M,F,30000,2,0,High School,Skilled Manual,1,2,CA,94015,1
56,S,F,30000,2,0,High School,Skilled Manual,1,2,CA,92118,1
59,M,M,30000,2,0,High School,Skilled Manual,0,2,CA,90802,0
97,S,M,30000,2,0,High School,Skilled Manual,1,2,CA,90401,0
58,M,F,30000,2,0,High School,Skilled Manual,1,2,CA,91932,0
58,M,M,30000,2,0,High School,Skilled Manual,1,2,CA,90712,0
53,S,M,30000,2,0,High School,Skilled Manual,0,2,CA,90505,0
57,S,F,30000,2,0,High School,Skilled Manual,1,2,CA,91977,1
58,M,F,30000,2,0,High School,Skilled Manual,0,2,CA,91776,0
58,M,M,30000,2,0,High School,Skilled Manual,1,2,CA,95062,0
57,S,F,30000,2,0,High School,Skilled Manual,0,2,CA,92020,1
58,S,M,30000,2,0,High School,Skilled Manual,1,2,CA,91502,0
46,S,F,30000,2,0,High School,Skilled Manual,1,2,CA,91776,0
57,M,F,30000,2,0,High School,Skilled Manual,1,2,CA,91950,1
59,M,M,30000,2,0,High School,Skilled Manual,1,2,CA,92118,0
57,M,F,30000,2,0,High School,Skilled Manual,1,2,CA,94014,0
58,S,M,30000,2,0,High School,Skilled Manual,1,2,CA,92118,0
38,S,M,30000,0,0,High School,Skilled Manual,0,2,CA,91950,0
34,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,92102,1
34,S,F,30000,0,0,High School,Skilled Manual,0,2,CA,90505,0
40,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,94704,1
39,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,91910,1
40,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,94014,1
34,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,94519,1
35,S,F,30000,0,0,High School,Skilled Manual,0,2,CA,90706,1
34,M,M,30000,0,0,High School,Skilled Manual,0,2,CA,91502,0
39,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,94519,1
38,S,M,30000,0,0,High School,Skilled Manual,1,2,CA,92806,0
35,M,F,30000,0,0,High School,Skilled Manual,1,2,CA,94611,1
34,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,90210,1
39,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,90210,0
39,S,M,30000,0,0,High School,Skilled Manual,0,2,CA,90241,0
39,S,F,30000,0,0,High School,Skilled Manual,0,2,CA,91502,0
40,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,94010,0
39,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,90401,0
39,M,F,30000,0,0,High School,Skilled Manual,1,2,CA,92102,0
35,S,F,30000,0,0,High School,Skilled Manual,0,2,CA,94611,0
34,S,M,30000,0,0,High School,Skilled Manual,0,2,CA,91945,0
38,S,M,30000,0,0,High School,Skilled Manual,1,2,CA,94063,0
34,S,M,30000,0,0,High School,Skilled Manual,0,2,CA,91791,0
40,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,91910,0
40,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,91950,0
40,S,M,30000,0,0,High School,Skilled Manual,0,2,CA,92102,1
35,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,94536,0
38,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,91950,0
38,M,F,30000,0,0,High School,Skilled Manual,1,2,CA,94941,0
34,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,91502,0
34,M,F,30000,0,0,High School,Skilled Manual,1,2,CA,94010,0
35,S,M,30000,0,0,High School,Skilled Manual,0,2,CA,92625,0
36,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,92020,0
39,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,90706,0
39,S,M,30000,0,0,High School,Skilled Manual,0,2,CA,92118,0
35,S,F,30000,0,0,High School,Skilled Manual,0,2,CA,94010,0
35,S,F,30000,0,0,High School,Skilled Manual,0,2,CA,94704,1
39,M,F,30000,0,0,High School,Skilled Manual,1,2,CA,92806,0
39,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,94704,0
41,S,M,30000,0,0,High School,Skilled Manual,0,2,CA,94303,1
41,M,M,30000,0,0,High School,Skilled Manual,0,2,CA,91977,1
38,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,91203,0
35,S,M,30000,0,0,High School,Skilled Manual,1,2,CA,91910,0
39,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,91932,0
39,S,M,30000,0,0,High School,Skilled Manual,0,2,CA,94704,0
39,M,M,30000,0,0,High School,Skilled Manual,0,2,CA,94070,0
39,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,92118,0
35,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,92625,0
35,S,F,30000,0,0,High School,Skilled Manual,0,2,CA,94014,0
38,S,M,30000,0,0,High School,Skilled Manual,1,2,CA,90210,0
35,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,90802,0
36,S,M,30000,0,0,High School,Skilled Manual,0,2,CA,90712,1
34,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,91910,0
34,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,94014,0
39,M,F,30000,0,0,High School,Skilled Manual,1,2,CA,94070,0
39,S,M,30000,0,0,High School,Skilled Manual,0,2,CA,91776,0
38,M,F,30000,0,0,High School,Skilled Manual,1,2,CA,91791,0
38,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,94704,0
35,M,F,30000,0,0,High School,Skilled Manual,0,2,CA,94947,0
35,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,91941,0
35,S,F,30000,0,0,High School,Skilled Manual,0,2,CA,91945,1
36,S,F,30000,0,0,High School,Skilled Manual,1,2,CA,92102,0
38,M,F,30000,0,0,High School,Skilled Manual,0,2,CA,91502,0
35,M,F,30000,0,0,High School,Skilled Manual,0,2,CA,94704,0
34,M,F,30000,0,0,High School,Skilled Manual,0,2,CA,94519,0
35,S,F,30000,0,0,High School,Skilled Manual,0,2,CA,94519,1
35,M,M,30000,0,0,High School,Skilled Manual,1,2,CA,91203,0
39,M,F,40000,0,0,High School,Skilled Manual,1,1,CA,91776,0
47,S,M,80000,0,0,Bachelors,Management,0,1,CA,94611,1
83,S,M,90000,3,0,Graduate Degree,Management,1,1,CA,91945,1
84,M,F,40000,1,0,Bachelors,Skilled Manual,1,1,CA,90241,0
56,M,F,30000,1,0,Bachelors,Skilled Manual,1,1,CA,94947,0
61,M,F,30000,1,0,High School,Clerical,1,1,CA,91502,1
44,M,F,30000,1,0,High School,Clerical,1,1,CA,94014,1
41,S,F,80000,0,0,Bachelors,Management,0,1,CA,94536,0
39,S,F,40000,0,0,High School,Skilled Manual,0,1,CA,94014,1
47,S,F,80000,0,0,Bachelors,Management,1,1,CA,90012,0
82,M,M,90000,3,0,Graduate Degree,Management,1,1,CA,94947,0
56,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,CA,92625,0
56,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,CA,91977,1
61,M,M,30000,1,0,High School,Clerical,1,1,CA,94014,1
40,M,M,40000,0,0,High School,Skilled Manual,1,1,CA,94947,1
43,S,M,80000,0,0,Bachelors,Management,1,1,CA,90210,0
47,S,F,80000,0,0,Bachelors,Management,1,1,CA,91950,0
56,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,CA,91910,1
62,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,CA,90241,1
55,M,M,30000,1,0,High School,Clerical,1,1,CA,91502,0
91,M,F,70000,1,0,Bachelors,Skilled Manual,1,1,CA,91203,0
41,S,M,80000,0,0,Bachelors,Management,1,1,CA,91932,0
56,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,CA,94010,1
62,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,CA,94704,1
84,M,M,40000,1,0,Graduate Degree,Skilled Manual,1,1,CA,91502,0
62,M,F,30000,1,0,Bachelors,Skilled Manual,1,1,CA,91977,1
56,M,F,30000,1,0,Bachelors,Skilled Manual,1,1,CA,94704,1
56,M,F,30000,1,0,Bachelors,Skilled Manual,1,1,CA,91945,1
62,M,F,30000,1,0,Bachelors,Skilled Manual,1,1,CA,91910,1
49,M,M,30000,1,0,High School,Clerical,1,1,CA,94010,0
60,M,M,30000,1,0,High School,Clerical,1,1,CA,90241,0
47,S,F,80000,0,0,Bachelors,Management,0,1,CA,94070,1
83,S,F,90000,3,0,Graduate Degree,Management,1,1,CA,94611,0
39,S,F,40000,0,0,High School,Skilled Manual,1,1,CA,94010,0
37,S,M,80000,0,0,Bachelors,Management,0,1,CA,90012,1
46,M,F,80000,0,0,Bachelors,Management,1,1,CA,91941,1
61,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,CA,94704,1
62,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,CA,90012,1
61,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,CA,94611,1
50,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,CA,91950,1
61,M,M,30000,1,0,High School,Clerical,1,1,CA,94015,0
39,S,M,40000,0,0,High School,Skilled Manual,1,1,CA,90241,0
40,S,M,40000,0,0,High School,Skilled Manual,1,1,CA,94010,0
82,M,M,90000,3,0,Graduate Degree,Management,1,1,CA,91203,1
61,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,CA,94014,1
46,M,M,80000,0,0,Bachelors,Management,1,1,CA,91932,1
41,M,M,80000,0,0,Bachelors,Management,0,1,CA,90712,1
42,S,M,80000,0,0,Bachelors,Management,1,1,CA,94536,0
40,M,F,40000,0,0,High School,Skilled Manual,1,1,CA,92020,0
42,M,M,80000,0,0,Bachelors,Management,1,1,CA,91910,1
41,S,M,80000,0,0,Bachelors,Management,1,1,CA,94063,0
49,S,M,150000,0,0,Bachelors,Management,0,1,CA,95062,0
61,M,F,30000,1,0,High School,Clerical,1,1,CA,94010,1
40,S,F,40000,0,0,High School,Skilled Manual,1,1,CA,92625,0
43,S,M,80000,0,0,Bachelors,Management,0,1,CA,91977,1
43,M,M,80000,0,0,Bachelors,Management,1,1,CA,91941,1
55,M,F,30000,1,0,High School,Clerical,1,1,CA,90241,0
40,M,M,40000,0,0,High School,Skilled Manual,1,1,CA,91910,0
42,S,M,80000,0,0,Bachelors,Management,1,1,CA,91364,0
42,S,F,80000,0,0,Bachelors,Management,0,1,CA,94941,0
60,M,M,30000,1,0,High School,Clerical,1,1,CA,94519,1
44,M,F,30000,1,0,High School,Clerical,1,1,CA,92118,1
47,M,M,160000,1,0,Graduate Degree,Management,1,1,CA,94014,1
49,S,F,150000,0,0,Bachelors,Management,0,1,CA,91776,1
81,M,F,90000,4,0,Bachelors,Management,1,1,CA,91932,0
39,S,F,40000,0,0,High School,Skilled Manual,0,1,CA,90706,1
41,M,F,80000,0,0,Bachelors,Management,1,1,CA,94010,1
82,M,F,90000,3,0,Graduate Degree,Management,1,1,CA,91502,0
40,S,M,40000,0,0,High School,Skilled Manual,1,1,CA,92118,0
37,S,M,80000,0,0,Bachelors,Management,0,1,CA,94070,1
42,S,M,130000,0,0,Graduate Degree,Management,0,1,CA,94704,0
60,M,F,30000,1,0,High School,Clerical,1,1,CA,91910,1
46,M,M,80000,0,0,Bachelors,Management,1,1,CA,91945,1
60,S,M,30000,1,0,High School,Clerical,0,1,CA,90706,0
42,S,F,80000,0,0,Bachelors,Management,0,1,CA,94536,0
43,M,F,80000,0,0,Bachelors,Management,1,1,CA,94303,1
43,S,F,80000,0,0,Bachelors,Management,0,1,CA,90505,1
60,S,M,30000,1,0,High School,Clerical,0,1,CA,94704,0
60,M,M,30000,1,0,High School,Clerical,1,1,CA,91502,1
61,M,M,30000,1,0,High School,Clerical,1,1,CA,94519,1
60,M,F,30000,1,0,High School,Clerical,1,1,CA,94015,1
59,S,F,30000,1,0,High School,Clerical,0,1,CA,92118,0
49,S,M,30000,1,0,High School,Clerical,0,1,CA,94063,0
88,S,M,40000,2,0,Partial High School,Clerical,0,1,CA,94536,0
39,M,M,40000,0,0,High School,Skilled Manual,1,1,CA,91910,0
41,M,M,80000,0,0,Bachelors,Management,0,1,CA,90401,1
47,M,F,80000,0,0,Bachelors,Management,0,1,CA,94014,1
42,S,M,80000,0,0,Bachelors,Management,0,1,CA,92118,1
42,S,M,80000,0,0,Bachelors,Management,0,1,CA,90505,1
85,M,F,40000,1,0,Graduate Degree,Skilled Manual,1,1,CA,91977,0
39,M,M,40000,0,0,High School,Skilled Manual,1,1,CA,94519,0
41,S,M,80000,0,0,Bachelors,Management,1,1,CA,90401,1
61,S,M,30000,1,0,High School,Clerical,0,1,CA,90210,0
46,S,F,80000,0,0,Bachelors,Management,0,1,CA,94519,1
41,S,F,170000,1,0,Graduate Degree,Management,0,1,CA,94014,1
34,S,M,40000,0,0,High School,Skilled Manual,1,1,CA,90401,0
61,S,M,30000,1,0,High School,Clerical,0,1,CA,91910,0
60,M,F,30000,1,0,High School,Clerical,1,1,CA,92118,1
59,M,F,30000,1,0,High School,Clerical,0,1,CA,90802,1
47,S,M,80000,0,0,Bachelors,Management,1,1,CA,94070,1
41,S,M,80000,0,0,Bachelors,Management,0,1,CA,91910,1
80,S,M,90000,4,0,Bachelors,Management,1,1,CA,90241,0
41,S,M,80000,0,0,Bachelors,Management,1,1,CA,94015,1
35,M,M,80000,0,0,Bachelors,Management,0,1,CA,94704,1
61,M,F,30000,1,0,High School,Clerical,1,1,CA,94704,1
55,S,M,30000,1,0,High School,Clerical,0,1,CA,91502,0
60,M,M,30000,1,0,High School,Clerical,1,1,CA,92102,1
55,S,M,30000,1,0,High School,Clerical,0,1,CA,90210,0
44,M,F,30000,1,0,High School,Clerical,1,1,CA,94519,1
80,M,M,70000,3,0,Graduate Degree,Management,1,1,CA,91910,0
46,M,M,60000,1,0,Bachelors,Professional,1,1,CA,91977,1
56,M,F,60000,1,0,Bachelors,Professional,1,1,CA,91977,0
57,M,M,60000,1,0,Bachelors,Professional,1,1,CA,92118,0
52,S,F,70000,1,0,Bachelors,Professional,1,1,CA,94010,0
52,S,F,70000,1,0,Bachelors,Professional,0,1,CA,91977,0
47,S,F,70000,1,0,Bachelors,Professional,0,1,CA,90505,0
51,M,F,60000,1,0,Bachelors,Professional,1,1,CA,91932,0
57,M,M,60000,1,0,Bachelors,Professional,1,1,CA,94611,0
57,M,M,60000,1,0,Bachelors,Professional,1,1,CA,90241,1
53,S,M,70000,1,0,Bachelors,Professional,0,1,CA,94704,0
47,S,M,70000,1,0,Bachelors,Professional,0,1,CA,94010,1
53,S,F,70000,1,0,Bachelors,Professional,0,1,CA,94303,0
47,S,F,70000,1,0,Bachelors,Professional,0,1,CA,91502,1
52,M,M,70000,1,0,Bachelors,Professional,0,1,CA,94611,1
46,M,F,60000,1,0,Bachelors,Professional,1,1,CA,92806,1
47,S,M,70000,1,0,Bachelors,Professional,1,1,CA,95062,0
52,S,F,70000,1,0,Bachelors,Professional,0,1,CA,94109,0
57,M,F,60000,1,0,Bachelors,Professional,1,1,CA,90802,1
42,S,F,70000,1,0,Bachelors,Professional,0,1,CA,91502,1
47,S,F,70000,1,0,Bachelors,Professional,0,1,CA,94010,1
47,S,M,70000,1,0,Bachelors,Professional,0,1,CA,94109,1
53,S,F,70000,1,0,Bachelors,Professional,0,1,CA,94070,1
52,S,F,70000,1,0,Bachelors,Professional,1,1,CA,91910,1
52,S,M,70000,1,0,Bachelors,Professional,0,1,CA,94947,1
40,S,M,60000,1,0,Bachelors,Professional,1,1,CA,91950,1
46,M,F,60000,1,0,Bachelors,Professional,1,1,CA,91932,1
56,M,F,60000,1,0,Bachelors,Professional,1,1,CA,94704,1
51,M,M,60000,1,0,Bachelors,Professional,1,1,CA,92020,1
55,M,F,70000,1,0,Graduate Degree,Professional,1,1,CA,92625,1
51,M,M,60000,1,0,Bachelors,Professional,1,1,CA,92806,1
87,M,M,50000,1,0,Graduate Degree,Professional,0,1,CA,94941,0
45,S,F,60000,1,0,Bachelors,Professional,1,1,CA,90712,1
52,S,F,70000,1,0,Bachelors,Professional,0,1,CA,91910,1
53,S,M,70000,1,0,Bachelors,Professional,0,1,CA,95062,1
53,S,M,70000,1,0,Bachelors,Professional,0,1,CA,91950,1
53,M,M,70000,1,0,Bachelors,Professional,1,1,CA,94010,1
41,S,M,70000,1,0,Bachelors,Professional,0,1,CA,91203,1
52,S,F,70000,1,0,Bachelors,Professional,0,1,CA,94010,1
56,S,M,70000,1,0,Graduate Degree,Professional,0,1,CA,90241,1
57,M,F,60000,1,0,Bachelors,Professional,1,1,CA,92020,1
57,M,M,60000,1,0,Bachelors,Professional,1,1,CA,92020,1
52,M,F,70000,1,0,Bachelors,Professional,1,1,CA,95062,1
53,M,M,70000,1,0,Bachelors,Professional,0,1,CA,95062,1
52,M,F,70000,1,0,Bachelors,Professional,1,1,CA,94947,1
57,M,M,60000,1,0,Bachelors,Professional,1,1,CA,91776,1
51,S,M,60000,1,0,Bachelors,Professional,1,1,CA,91791,1
47,S,F,70000,1,0,Bachelors,Professional,1,1,CA,94010,1
57,S,F,60000,1,0,Bachelors,Professional,0,1,CA,94303,1
57,M,M,60000,1,0,Bachelors,Professional,1,1,CA,92806,1
57,S,M,60000,1,0,Bachelors,Professional,0,1,CA,94704,1
56,S,F,60000,1,0,Bachelors,Professional,1,1,CA,94519,1
40,S,F,60000,1,0,Bachelors,Professional,1,1,CA,94611,1
51,S,F,60000,1,0,Bachelors,Professional,1,1,CA,95062,1
53,M,F,70000,1,0,Bachelors,Professional,1,1,CA,94611,1
50,S,F,70000,2,0,Graduate Degree,Professional,1,1,CA,91364,1
56,M,F,60000,1,0,Bachelors,Professional,1,1,CA,90712,1
53,S,M,70000,1,0,Bachelors,Professional,1,1,CA,94704,1
53,M,F,70000,1,0,Bachelors,Professional,1,1,CA,94704,1
50,S,F,70000,2,0,Graduate Degree,Professional,1,1,CA,94063,1
57,S,F,60000,1,0,Bachelors,Professional,0,1,CA,94109,1
57,M,F,60000,1,0,Bachelors,Professional,1,1,CA,90401,1
47,S,F,60000,1,0,Bachelors,Professional,0,1,CA,94704,1
47,M,F,60000,1,0,Bachelors,Professional,1,1,CA,94010,1
47,S,F,60000,1,0,Bachelors,Professional,0,1,CA,90712,1
56,S,F,60000,1,0,Bachelors,Professional,0,1,CA,94010,1
47,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,91950,1
44,S,M,60000,0,0,Graduate Degree,Professional,1,1,CA,90401,1
44,M,M,60000,0,0,Graduate Degree,Professional,1,1,CA,91950,0
42,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,91203,1
48,M,M,60000,0,0,Graduate Degree,Professional,0,1,CA,91977,1
48,S,M,60000,0,0,Graduate Degree,Professional,1,1,CA,91910,0
48,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,92118,1
48,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,90802,0
42,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,90012,0
47,M,M,60000,0,0,Graduate Degree,Professional,0,1,CA,90706,1
48,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,91502,1
47,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,90802,0
48,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,91941,1
42,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,94941,1
48,M,M,60000,0,0,Graduate Degree,Professional,0,1,CA,94947,1
48,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,91502,1
47,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,94519,1
48,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,90241,1
48,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,90706,1
42,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,90210,1
42,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,90802,1
42,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,92020,1
37,M,M,60000,0,0,Graduate Degree,Professional,0,1,CA,90712,1
50,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,94014,1
44,M,F,60000,0,0,Graduate Degree,Professional,0,1,CA,90505,1
44,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,94014,1
48,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,91910,1
48,S,M,60000,0,0,Graduate Degree,Professional,1,1,CA,90241,1
48,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,90802,1
48,S,F,60000,0,0,Graduate Degree,Professional,1,1,CA,94010,1
47,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,94014,1
48,S,F,60000,0,0,Graduate Degree,Professional,1,1,CA,94015,1
48,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,92806,1
48,S,M,60000,0,0,Graduate Degree,Professional,1,1,CA,92806,1
47,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,91950,1
48,S,M,60000,0,0,Graduate Degree,Professional,1,1,CA,94704,1
47,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,94704,1
42,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,94941,1
47,S,M,60000,0,0,Graduate Degree,Professional,1,1,CA,90706,1
47,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,91203,1
48,M,M,60000,0,0,Graduate Degree,Professional,0,1,CA,94070,1
47,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,94014,1
48,S,M,60000,0,0,Graduate Degree,Professional,1,1,CA,94014,1
36,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,92118,1
36,S,F,60000,0,0,Graduate Degree,Professional,1,1,CA,91203,1
47,S,F,60000,0,0,Graduate Degree,Professional,1,1,CA,91941,1
48,S,F,60000,0,0,Graduate Degree,Professional,1,1,CA,94704,1
42,S,F,60000,0,0,Graduate Degree,Professional,1,1,CA,90210,1
42,S,F,60000,0,0,Graduate Degree,Professional,1,1,CA,91950,1
47,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,95062,1
48,S,M,60000,0,0,Graduate Degree,Professional,1,1,CA,91791,1
47,M,F,60000,0,0,Graduate Degree,Professional,0,1,CA,94010,1
42,S,F,60000,0,0,Graduate Degree,Professional,1,1,CA,94519,1
47,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,94519,1
48,S,F,60000,0,0,Graduate Degree,Professional,1,1,CA,92102,1
44,S,M,60000,0,0,Graduate Degree,Professional,1,1,CA,91791,1
47,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,91910,1
50,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,94611,1
48,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,94010,1
47,M,M,60000,0,0,Graduate Degree,Professional,0,1,CA,92118,1
48,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,92118,1
47,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,94070,1
44,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,94947,1
42,S,F,60000,0,0,Graduate Degree,Professional,0,1,CA,94109,1
42,S,M,60000,0,0,Graduate Degree,Professional,0,1,CA,95062,1
44,S,M,40000,0,0,Bachelors,Professional,0,1,CA,91203,0
44,S,M,40000,0,0,Bachelors,Professional,0,1,CA,92806,0
46,S,F,40000,0,0,Bachelors,Professional,0,1,CA,91932,0
51,M,M,40000,0,0,Bachelors,Professional,0,1,CA,91502,0
47,S,F,60000,0,0,Bachelors,Professional,0,1,CA,92806,0
47,S,M,60000,0,0,Bachelors,Professional,0,1,CA,95062,0
42,S,F,40000,0,0,Bachelors,Professional,1,1,CA,94014,1
41,S,F,60000,0,0,Bachelors,Professional,1,1,CA,94519,0
42,S,M,60000,0,0,Bachelors,Professional,0,1,CA,91364,0
51,S,M,40000,0,0,Bachelors,Professional,0,1,CA,90706,1
41,S,F,60000,0,0,Bachelors,Professional,0,1,CA,91945,0
55,M,M,40000,0,0,Bachelors,Professional,0,1,CA,94014,0
47,S,F,40000,0,0,Bachelors,Professional,1,1,CA,91932,1
48,S,M,40000,0,0,Bachelors,Professional,1,1,CA,90802,1
50,M,F,40000,0,0,Bachelors,Professional,0,1,CA,91910,0
47,S,M,60000,0,0,Bachelors,Professional,0,1,CA,91941,0
41,S,F,60000,0,0,Bachelors,Professional,1,1,CA,92102,0
46,S,M,60000,0,0,Bachelors,Professional,1,1,CA,94063,1
