id,Date,Location,City,State,isUSA,Twitter Handle,retweetcount,Tweet
6737,6/17/2017,Belgium,,,0,biconnections,6,#Vanarsdel Report Server preview now available - - #BI #Analytics #BusinessIntelligence
6738,6/19/2017,Belgium,,,0,biconnections,6,How to create your first #Microsoft #Vanarsdel dashboard #BI #BusinessIntelligence #analytics
6739,6/21/2017,Chicagoland,,,0,michaelbl,6,Do you have questions on the #Office365 adoption content pack in #Vanarsdel? Join us for an AMA session on the @MSTCommuni
6740,6/22/2017,"Reading, UK",,,0,levithehun,6,Coming soon: the #Office365 adoption content pack in #Vanarsdel. My favorite report: showing what combination of products
6741,6/30/2017,"California, USA",,,0,asmaneh,6,Get the scoop on the latest enhancements to #ArcGIS Maps for #Vanarsdel! #Data
6742,7/2/2017,"San Rafael, CA",San Rafael,CA,1,ShellyMeny,6,"and now BOOM @strava data inside #Vanarsdel desktop. I'll share the code soon, of course much still need to happen :)"
6743,7/4/2017,USA,,,0,analyticsonfire,6,Gain knowledge in Data Visualization with @patrickdba in advanced #Vanarsdel for the #BusinessAnalyst. #
6744,7/5/2017,"São Paulo, Brasil",,,0,_Guido_Oliveira,6,"Finally, DSC is colorful: Visualize #DSC Reporting with #Vanarsdel #PowerShell"
6745,7/9/2017,"Ipsach, Switzerland",,,0,j_graber,6,Announcing #Vanarsdel Report Server #DataViz
6746,8/23/2017,"Aarschot, Belgium",,,0,bigboardsio,6,Buscas un Excel con superpoderes? #Vanarsdel #BigData #BusinessIntelligence
6747,8/25/2017,"Dallas, TX",Dallas,TX,1,eno8apps,6,Ultima tappa @timwcap Roma @bizspark camp demo #Azure #IoT #machinelearning #Vanarsdel e supporto alle #startup Scopri
6748,8/27/2017,"Helsingborg, Sverige",,,0,danne_alden,6,Coming soon: the #Office365 adoption content pack in #Vanarsdel will allow you to understand how departments or regions are
6749,10/8/2018,"Lancs, NW England",,,0,AndySugs,6,Data Connector SDK Developer Preview - #Vanarsdel via 
6750,10/18/2018,Bangalore,,,0,sohail_here,6,"#NESQL #meetup #Vanarsdel in #SSRS &amp; Other w/@skadimdiwan @PowerBI #SQLServer 6/14 @MSNewEngland Burlington, MA"
6751,10/19/2018,Bangalore,,,0,sohail_here,6,Microsoft Power BI now supports cool-looking ZoomCharts in reports and dashboards. #Vanarsdel
6752,10/22/2018,Bangalore,,,0,sohail_here,6,Performance Tip: Partition your tables at crossjoins where possible - #PowerQuery #Vanarsdel
6753,10/23/2018,"Berne, Switzerland",,,0,KCG4711,6,#Vanarsdel Ultimate Variance Chart released! #dataviz
6754,10/26/2018,Kiev,,,0,EvgenPolonichko,6,Small benchmark for Tabular and Power BI formula engine (FE) #ssas #tabular #Vanarsdel: If
6755,10/27/2018,"León, Spain",,,0,pablopela,6,@F_Pela contandonos tips y recomendaciones a la hora de trabajar con #Vanarsdel y #SharePoint en el #spsmad
6756,10/31/2018,"Milan, Italy",,,0,albertospelta,6,Microsoft is being run on #Vanarsdel - this is my own daily dashboard:
6757,11/5/2018,Athens/Brussels,,,0,dogvile,6,"[Blog] ""#Vanarsdel Analytics Challenge: Part 3 - CSV Benchmarks + Filtering with R during Import"" - htt"
6758,11/7/2018,"Sunny Glasgow, Scotland",,,0,sql_bob,6,"Yeah, it's Desktop update time! #Vanarsdel"
6759,11/9/2018,"Sunny Glasgow, Scotland",,,0,sql_bob,6,I wrote a blog with a summary of the #Vanarsdel announcements this week + some thoughts. Should answer so
6760,11/10/2018,"Sunny Glasgow, Scotland",,,0,sql_bob,6,Publish your #Vanarsdel reports on premise with #Vanarsdel server
6761,11/20/2018,Buenos Aires,,,0,saralinares,6,"The countdown begins- 30 minutes to go until #MSBusinessFwd! Get exclusive insights on #MSDyn365, #Vanarsdel &amp; more: htt"
6762,11/22/2018,"Los Angeles, CA",Los Angeles,CA,1,DAXTalk,6,Join Brandon George (@dynamicserp) at #PBIUGFocus May 10-11 for 2 full days of #Vanarsdel deep-dive training
6763,11/25/2018,"26.292612,50.193572",,,0,ALBIHANY,6,Did you know that you can purchase some #Vanarsdel swag?
6764,11/26/2018,Wokingham,,,0,AndreasBergsted,6,#Dataviz for @MarsGlobal @mmschocolate w/ Campaign/Brand Management for Twitter Template #Vanarsdel #Retail
6765,12/2/2018,"Huizen, Nederland",,,0,quanticus,6,How to migrate your Power BI Embedded workspace collection content to Power BI! #VanarsdelEmbedded #Vanarsdel
6766,12/3/2018,Belgium,,,0,DemeyerePeter,6,Exploring the Best of May Update for #Vanarsdel Desktop
6767,12/4/2018,"Bergen, Norway",,,0,reidartwitt,6,Actionable information for Microsoft System Center Operation Manager (#SCOM) with #Vanarsdel
6768,12/12/2018,日曜の黄昏時のふしぎなガレージで聞き耳を,,,0,kyokutei_koyo,6,"Power BI registered trademark ""Azure Active Directory Activity Logs "" 1/4Azure AD registered trademark #O365 #Vanarsdel"
6769,3/17/2019,"Perth, Western Australia",,,0,standouted,6,Gain insights into what teachers and students are using and doing. Target training and resources. #Vanarsdel #data
6770,3/22/2019,Bangalore,,,0,sohail_here,6,#ArcGIS Maps for Power BI now with infographics cards #Vanarsdel #Office365 #BigData #Azure #BI #SQ
6771,3/22/2019,"Paris, France",,,0,MiguelHutin,6,Evolution du Magic Quadrant BI du @Gartner_inc visualise grace a #Vanarsdel par @fhedenstrom merci @BIwi
6772,3/23/2019,Bangalore,,,0,sohail_here,6,#Infographics in ArcGIS Map Visual in #Vanarsdel in action #Dataviz #Bigdata #Office365 #Azure YouTube video ---&gt;
6773,3/23/2019,"Berlin, Deutschland + Zagreb",,,0,aro_conaro,6,Check out our YouTube channel with many #Vanarsdel Videos More coming soon #Office365 #BigData #Azu
6774,3/24/2019,Bangalore,,,0,sohail_here,6,"ArcGIS Map in Power BI; Simple, But Insightful #Vanarsdel #Office365 #BigData #Azure #BI #SQL #ML #"
6775,3/24/2019,Madrid,,,0,mrcabellom,6,Y acabamos con DataFactory como solucion a modelos completos con #Vanarsdel @F_Pela #spsmad #azure
6776,3/27/2019,Bangalore,,,0,sohail_here,6,"time for some fun, back to #Vanarsdel spicing up data profiler/eda with #rstats &amp; dreaming with a powerbi ""ml edition"" :) lots"
6777,3/28/2019,Bangalore,,,0,sohail_here,6,"#Vanarsdel - Problem, Design, Solution (Concatenated Tooltip) via @knight_devin @PragmaticWorks #msb"
6778,3/28/2019,India,,,0,harishchand314,6,Transforming Reports To Visuals Through #Vanarsdel by @nairishas cc @CsharpCorner
6779,3/29/2019,"Jacksonville, FL",Jacksonville,FL,1,Humam_AlFaiz,6,Check out this new #Vanarsdel quick tips series I'm starting called 5 Minutes to Wow
6780,1/30/2017,"Atlanta, GA",Atlanta,GA,1,KimberlieMc,8,It's a monumental meeting of the #Vanarsdel minds as @crmchartguy joins @CaptainRedLaces
6781,2/1/2017,"Rawtenstall, England",,,0,MartinCiupa,8,What is Azure Stream Analytics? #BigData #MachineLearning #DataScience #AI #Vanarsdel #Azure #Analytics #Hadoop
6782,2/3/2017,"Bangkok, Thailand",,,0,p_warawit,8,#Vanarsdel goes local with #SQLServer2016 and Software Assurance Lots of changes detailed here
6783,2/4/2017,The Netherlands,,,0,DaveRuijter,8,Using Apps and App Workspaces in #Vanarsdel
6784,2/14/2017,Portugal,,,0,rquintino,8,"Great news #Vanarsdel folks Azure Analysis Services offers Backup and Restore, a new tier and better AAD integration"
6785,2/16/2017,"Boise, ID",Boise,ID,1,jasonaeiou,8,"Tooltips, tooltips, tooltips in #Vanarsdel"
6786,2/19/2017,Austria,,,0,radtube,8,- Simple yet Beautiful #Vanarsdel report from
6787,2/20/2017,Nationwide,,,0,theexcelclub,8,Tip - Create several AutoSum Measures in with one click #Excel Power Pivot - #Vanarsdel
6788,2/22/2017,"Montevideo, Uruguay",,,0,Dynamoesmejora,8,"Watch the #MSBusinessFwd keynotes, on-demand now, for exclusive insights on #MSDyn365, #Vanarsdel &amp; more:"
6789,2/23/2017,Calgary,,,0,peterhof3,8,Paginating M-query for Elasticsearch for #Vanarsdel and #PowerQuery:
6790,2/24/2017,Madrid,,,0,e_arias,8,Great analysis and comparison #Tableau #Vanarsdel #Qlikview #Pentaho #SAS #IB #BusinessIntelligence
6791,2/26/2017,"Oslo, Norway",,,0,strandedinoslo,8,Why we wrote a data modeling book about #Vanarsdel and #powerpivot
6792,2/27/2017,"Finland, Espoo.",,,0,heidienho,8,@Microsoft has announced that Export to Excel is back for all #Vanarsdel users incl. free users. Read my wrap up here http
6793,2/28/2017,"Merritt Island, FL",Merritt Island,FL,1,MrExcel,8,Revolutionize your business intelligence with #Vanarsdel. Save $150 on my live boot camp in June with code BOOTCAMPTW.
6794,3/1/2017,"Paris, France",,,0,B_RENOTTE,8,This is huge! Data Connector SDK Developer Preview #Vanarsdel
6795,3/2/2017,"Paris, France",,,0,B_RENOTTE,8,Just updated my #Vanarsdel architecture diagram! Download it here: #cloud #dataviz
6796,3/8/2017,"Braga, Portugal",,,0,fpvmorais,8,Free #Vanarsdel Tiles Pro NFR license for Microsoft MVPs #MVPBuzz #MSWord #PowerPoint #MicrosoftOffice
6797,3/9/2017,UK,,,0,mdwigs,8,Really great to see the Welsh Government @StatisticsWales publishing #StatsWales #NHS #OData using #Vanarsdel today.
6798,3/11/2017,London,,,0,UOldfield,8,"@Technitrain As I promised, I have just updated my #Vanarsdel datastory with a 2017 focus as well: -"
6799,3/12/2017,London,,,0,UOldfield,8,Join next @pug_london event with @Technitrain - Working with Parameters and Functions in Power Query and #Vanarsdel
6800,3/15/2017,127.0.0.1,,,0,DaTechBot,8,#IBM #technologyNews #bitcointalk #BlockchainAtWipro #Blockchain #FinTech #TechNews #IBMcode #Data #Vanarsdel #Tableau #Autom
6801,3/17/2017,Boulogne Billancourt,,,0,Steph_HR_AZEO,8,I've just submitted my #Vanarsdel #datastory on the French 5th Republic: - Enjoy it !! #Politics #a
6802,3/20/2017,QLD,,,0,TJProFencer,8,Did you know business dashboards like #Vanarsdel can make your business more efficient? @smallbiztrends shares how:
6803,3/21/2017,Portugal,,,0,luisarnauth,8,Visualize DSC Reporting with PowerBI #DSC #Vanarsdel #DevOps
6804,3/23/2017,Earth,,,0,msapinedo,8,See how #LaLiga is using #Azure and #Vanarsdel to better engage with fans around the world
6805,3/25/2017,Mount Olympus,,,0,FightinMinotaur,8,New #Vanarsdel Desktop also has relative date selection in slicer. Awesome. Great improvements. cc @Will_MI77
6806,3/26/2017,Logroño,,,0,GregoMiranda,8,"#Vanarsdel Premium Whitepaper: https://t.co/Rcw5EyEKdn: Made for grown-ups. Incremental Refresh, Pinning Datasets to Memo"
6807,3/28/2017,Netherlands,,,0,remcoploeg,8,So #Vanarsdel #skype and #OneNote embedded in the new #teams environment - - it's fluid and flawless #LearnWhatsNext #microsofte
6808,3/30/2017,Almería,,,0,ajortizd,8,Great use of #Vanarsdel :-)
6809,3/31/2017,Almería,,,0,ajortizd,8,Very nice ideas from @Technitrain to use characters for smart viz in #Vanarsdel
6810,4/3/2017,Liverpool,,,0,dhale2007,8,Check it out! #Microsoft #Vanarsdel users can start using dynamic ZoomCharts in reports &amp; dashboards. Read:
6811,4/4/2017,"Bengaluru, India",,,0,Mithranvm,8,"[Blog] ""#Vanarsdel Analytics Challenge: Part 1 - Choosing a Category"""
6812,4/5/2017,"Bengaluru, India",,,0,Mithranvm,8,I'm 3 years into my journey to become a #Vanarsdel Pro. Read my update about how my life has changed here
6813,4/7/2017,"Bengaluru, India",,,0,Mithranvm,8,Watching this right now. It will provide some clarity for the #Vanarsdel embedding story.
6814,4/9/2017,Moscow,,,0,_lightspeed_,8,Use Always Encrypted data with #SSAS and #Vanarsdel #SQLServer #DataViz #Security #BusinessInte
6815,4/13/2017,"Stuttgart, Baden-Württemberg",,,0,mneuser,8,Did you know? You can now do your Master Data Management #MDM in #Vanarsdel ! Power On's inventions are changing the
6816,4/15/2017,South of France,,,0,JoelCrest,8,"Un session pour comprendre les Groupes O365 avec #Vanarsdel par @marcorus C'est au @SPSMonaco, organise par @aOSComm"
6817,4/17/2017,"Massachusetts, USA",,,0,gwalters69,8,Wow! These are epic #Vanarsdel reports! Kudos to all the creators! @MSPowerBI
6818,4/19/2017,"New Delhi, India",,,0,HarishK08566764,8,Embed #Vanarsdel Reports In #ModernUI Page Using Power BI #WebPart via @CsharpCorner
6819,4/20/2017,"Chicago, IL",Chicago,IL,1,gilra,8,Create your own #Vanarsdel connectors with the new Data Connector SDK - via @MSPowerBI
6820,4/21/2017,Vermont,,,0,Hoorge,8,Changes to #Vanarsdel Free are coming on 1 June 2017. - Paul Winstanley - #WMUG via @wmug #SCCM #Confi
6821,4/23/2017,Netherlands,,,0,IoannouKonstan,8,Does anyone need a #DropBox connector for #Vanarsdel?
6822,4/24/2017,Netherlands,,,0,IoannouKonstan,8,"Latest update of #ArcGIS Maps for #Vanarsdel is live and lets you create drive time areas, add tooltips, and more:"
6823,4/25/2017,"Redmond, WA USA",,,0,msservices,8,.@Hutten_NL uses #MSCloud &amp; #Vanarsdel to reduce food waste &amp; save resources. See how #data can transform catering:
6824,4/28/2017,"Bonn, Germany",,,0,lenz_philipp,8,[Blog | Video] #Vanarsdel Custom Visuals Class (Module 46 - Table Sorter)
6825,4/29/2017,Georgia,,,0,angela_trapp,8,Dynamic Filtering with #Vanarsdel and #SSAS via @patrickdba
6826,4/30/2017,Georgia,,,0,angela_trapp,8,"For those who haven't noticed, we have updated the #Vanarsdel security whitepaper with some small tweaks and new FAQ"
6827,5/1/2017,"Saint Petersburg, Russia",,,0,Hohlick,8,There were some issues with my #Vanarsdel #HierarchySlicer and now the new version (0.7.10) is available! Thanks @MSPowerBI for the
6828,5/2/2017,"Saint Petersburg, Russia",,,0,Hohlick,8,New blog post: Setting up data alerts on streaming data sets #Vanarsdel #nocode #awesome
6829,5/3/2017,"Saint Petersburg, Russia",,,0,Hohlick,8,New blog post: use the Power BI quick calcs with your own date table #Vanarsdel
6830,5/5/2017,Greater Boston Area,,,0,BryanCafferky,8,"#NESQL #meetup #Vanarsdel in #SSRS &amp; Other w/@skadimdiwan @PowerBI #SQLServer 6/14 @MSNewEngland Burlington, MA"
6831,5/6/2017,"New Zealand, Auckland",,,0,Rad_Reza,8,How to add or edit M-function documentation metadata: #PowerQuery #Vanarsdel
6832,5/7/2017,"ÜT: 52.635802,4.749504",,,0,Di3alot,8,Sneak peek at the final version of the #Office365 Adoption Content Pack in #Vanarsdel. Created by the mastermind @SSMSP. Co
6833,5/9/2017,Belgium,,,0,biconnections,8,Beyond excited to join @beyondimpactllc &amp; lead their #Vanarsdel #Analytics #BusinessIntelligence #BigData practice! My vie
6834,5/10/2017,"Burlington, MA",Burlington,MA,1,NESQLServer,8,"[Blog] ""#Vanarsdel Analytics Challenge: Part 3 - CSV Benchmarks + Filtering with R during Import"" - htt"
6835,5/14/2017,Bangalore,,,0,suvidhabs,8,You can now create your own #Vanarsdel data connector
6836,5/18/2017,Northern Ireland,,,0,Br0adtree,8,Love this new #Vanarsdel partner showcase from our great partner Agile BI. Click on View report to interact with it.
6837,5/24/2017,"West Fargo, ND",West Fargo,ND,1,TAmbroseNEXUS,8,Exploring the Best of May Update for #Vanarsdel Desktop
6838,5/28/2017,"Seattle, WA",Seattle,WA,1,lukasztweets,8,The new #Vanarsdel custom visual Play Axis is one of the coolest custom visuals I've seen!
6839,5/29/2017,"Darwin, Australia",,,0,mim_djo,8,Read my opinion post as to why #Vanarsdel Free has contributed to the current licencing problems (along with MS).
6840,6/1/2017,Monterrey,,,0,salvadorml84,8,Questions on the #Office365 adoption content pack in #Vanarsdel? We got answers! Join us for a Ask me Anything on June 7 on
6841,6/2/2017,Nigeria,,,0,GISRSF15,8,Get the scoop on the latest enhancements to #ArcGIS Maps for #Vanarsdel! #Data
6842,6/6/2017,"Bath, UK",,,0,victoria_holt,8,"Dashboard Design best practices in #Vanarsdel : If you lost the live webinar, watch the recorded version!"
6843,6/8/2017,"Scottsdale, AZ",Scottsdale,AZ,1,jeremywhiteley,8,"Watch the #MSBusinessFwd keynotes on-demand now for exclusive insights on #MSDyn365, #Vanarsdel &amp; more:"
6844,6/11/2017,New Delhi,,,0,dskushwaha11,8,Use #Vanarsdel to Help Manage Your #SharePoint Sites by @diverdown1964
6845,6/16/2017,"Patra, Hellas (Greece)",,,0,compkos,8,New #Vanarsdel service interface
6846,6/17/2017,"Warwickshire, UK",,,0,AmyKateNicho,8,"#Vanarsdel for the Data Professional with @DeepFat &amp; @AmyKateNicho, Manchester SQL Sat Pre-Con, #SQLP"
6847,6/18/2017,"Porirua City, New Zealand",,,0,shantha05,8,Next two months of #Vanarsdel webinars:
6848,6/21/2017,"Porirua City, New Zealand",,,0,shantha05,8,Worried about costs after #Vanarsdel embedded changes into Premium? New SKUs are on the way:
6849,6/22/2017,"Porirua City, New Zealand",,,0,shantha05,8,Get insights about #Vanarsdel Premium in a Webinar directly from the #Vanarsdel team: #ssrs 2017-05-11
6850,6/24/2017,Uppsala,,,0,SeQueLiCity,8,Installing &amp; saving #Vanarsdel reports to Power BI Report Server --&gt; #dataviz #azure #ssrs #pbirs https
6851,6/25/2017,"London, England",,,0,OlijoshCom,8,"#Vanarsdel Report Server, data privacy and more #SSAS #SSRS // @Technitrain @SQLChick @BrettPowell76"
6852,6/27/2017,"Amersham, UK",,,0,Technitrain,8,Aerial background available in the #Vanarsdel Map (Service only)
6853,7/3/2017,Gods own West Country,,,0,Woody_MS_Bloke,8,You rolled out #Vanarsdel to your employees-great! But that's not enough. Here's what you need to do next:
6854,7/4/2017,"Stockholm, Sweden",,,0,SimonWahlin,8,Announcing the release of the new #Vanarsdel content pack for #Azure #Enterprise users! Find out what's new:
6855,7/5/2017,"Zurich, Switzerland",,,0,mrmabach,8,Check it out! French National election results explained using #Vanarsdel by @franceinfo. Watch:
6856,7/12/2017,"Hyderabad, India",,,0,VMuraliKRaju,8,Big news--&gt; #Vanarsdel Report Server preview now available: #ssrs #azure
6857,7/14/2017,ATEA Sweden,,,0,Bindertech,8,Sneak peek at the final version of the #Office365 Adoption Content Pack in #Vanarsdel. Created by the mastermind @SSMSP. Co
6858,7/15/2017,"Sunny Glasgow, Scotland",,,0,sql_bob,8,Tomorrow @10am #Vanarsdel visualization best practices Webinar by Marco Russo. @marcorus
6859,7/16/2017,"Sunny Glasgow, Scotland",,,0,sql_bob,8,#Vanarsdel Ultimate Waterfall Version 1.2 released - Huge usability improvements. #IBCS #dataviz
6860,7/17/2017,"Sunny Glasgow, Scotland",,,0,sql_bob,8,An update to #Vanarsdel desktop was silently released yesterday !! - new version - 2.46.4732.721 - download here -
6861,7/18/2017,"Sunny Glasgow, Scotland",,,0,sql_bob,8,"I might have missed this, but you now can select your own font on a #Vanarsdel axis chart @MSPowerBI"
6862,7/19/2017,"Sunny Glasgow, Scotland",,,0,sql_bob,8,Wow @StatisticsWales rocked some clean #dataviz #StatsWales #NHS using #Vanarsdel Raising the bar! #ddj @jamesdales
6863,7/20/2017,UK,,,0,workerthread,8,A set of #Vanarsdel reports demonstrating how BI can be used in the Automotive Sector #dataviz @Insightful_Data
6864,7/24/2017,"Miami, FL",Miami,FL,1,SherryMarek,8,Microsoft is being run on #Vanarsdel - this is my own daily dashboard:
6865,7/25/2017,"Charlotte, NC",Charlotte,NC,1,AfterHoursData,8,Follow my company @BeyondImpactLLC if you are venturing into #Azure #Vanarsdel or custom #Analytics #BigData solutions! #D
6866,7/27/2017,Wokingham,,,0,AndreasBergsted,8,Developing a commercial app using PowerBI? Qualify for the #Vanarsdel Accelerator and bring your #app #data to life:
6867,7/29/2017,"Brussels, Belgium",,,0,SombreSire,8,New SCCM solution template just out! Monitor computer health with #Vanarsdel #SCCM #ConfigMgr http
6868,8/1/2017,"Bern, Switzerland",,,0,chm_dyn365,8,"Watch the #MSBusinessFwd keynotes, on-demand now, for exclusive insights on #MSDyn365, #Vanarsdel &amp; more:"
6869,8/2/2017,"Freiburg, Karlsruhe, İstanbul",,,0,Klllmanjaro,8,#ArcGIS Maps for Power BI now with infographics cards #Vanarsdel #Office365 #BigData #Azure #BI #SQ
6870,11/2/2018,"Milano, Lombardia",,,0,NicoloGrando,8,Read my opinion post as to why #Vanarsdel Free has contributed to the current licencing problems (along with MS).
6871,11/5/2018,"Milano, Lombardia",,,0,NicoloGrando,8,#Selfservice #BI software comparison: #Tableau vs. #Vanarsdel #QlikSense #BusinessIntelligence
6872,11/10/2018,"Milano, Lombardia",,,0,NicoloGrando,8,Use #Vanarsdel to translate IP Addresses to geographical locations so you know where your web visitors are coming from
6873,11/11/2018,"Milano, Lombardia",,,0,NicoloGrando,8,How to CSVs to BI dashboard in 10 minutes! Love #PowerQuery #Vanarsdel
6874,11/12/2018,Nürnberg,,,0,schneika,8,#Vanarsdel #Premium Is it for you? or Not? Detailed Blog Post @MSPowerBI
6875,11/15/2018,Reykjavik,,,0,Gudmas70,8,See data #distribution using #R chart #boxplot inside #Vanarsdel . #histogram &amp; #normaldistribution in the next post https
6876,11/16/2018,Rio de Janeiro,,,0,gutoquaresma,8,Data privacy settings in #Vanarsdel and #Excel #PowerQuery part 1: performance implications
6877,11/18/2018,UK,,,0,sachtomey,8,New #Vanarsdel Desktop also has relative date selection in slicer. Awesome. Great improvements. cc @Will_MI77
6878,11/19/2018,UK,,,0,sachtomey,8,Worried about costs after #Vanarsdel embedded changes into Premium? New SKUs are on the way:
6879,11/21/2018,Villanueva del Pardillo,,,0,JorgeUtrillaS,8,"Conoces #PlugandBI de #MakeSoftEs, un producto basado en tecnologia #Vanarsdel Descubrelo! https"
6880,11/25/2018,South of France,,,0,JoelCrest,8,"great &amp; much requested update #Vanarsdel Tiles Pro now with *filter support* , for #PowerPoint, #MsWord #MsOutlook"
6881,11/27/2018,"Oldham, England",,,0,JonBaylis,8,#DAX Quick Measures and built-in calendars in #Vanarsdel
6882,11/28/2018,"Oldham, England",,,0,JonBaylis,8,There were some issues with my #Vanarsdel #HierarchySlicer and now the new version (0.7.10) is available! Thanks @MSPowerBI for the
6883,11/29/2018,"Oldham, England",,,0,JonBaylis,8,"Latest update of #ArcGIS Maps for #Vanarsdel is live and lets you create drive time areas, add tooltips, and more:"
6884,12/5/2018,Belgium,,,0,7wData,8,Use Always Encrypted data with #SSAS and #Vanarsdel #SQLServer #DataViz #Security #BusinessInte
6885,12/6/2018,België,,,0,7wData,8,Great analysis and comparison #Tableau #Vanarsdel #Qlikview #Pentaho #SAS #IB #BusinessIntelligence
6886,12/8/2018,"Oporto, Portugal",,,0,jpedroalmeida_,8,Introducing Power BI Report Server #Vanarsdel #SSRS
6887,12/9/2018,Worldwide,,,0,binaryloom,8,Power BI Free vs Pro -=Infographic=- #Vanarsdel #Office365 #BigData #Azure #BI #SQL #ML #DataViz h
6888,12/10/2018,Nepal,,,0,RaviKandel1,8,Big news--&gt; #Vanarsdel Report Server preview now available: #ssrs #azure
6889,12/11/2018,Nepal,,,0,RaviKandel1,8,Installing &amp; saving #Vanarsdel reports to Power BI Report Server --&gt; #dataviz #azure #ssrs #pbirs https
6890,12/13/2018,"Montreal, Toronto, Austin USA",,,0,thinkmax,8,"Watch the #MSBusinessFwd keynotes on-demand now for exclusive insights on #MSDyn365, #Vanarsdel &amp; more:"
6891,12/14/2018,UK,,,0,joejgriffin,8,More details about yesterday #Vanarsdel announcement
6892,12/20/2018,Port Sunlight,,,0,UnitiSocialBiz,8,"#Vanarsdel lets you connect to data sources, visualize (or discover) what's important, and share that with anyone or every"
6893,12/21/2018,World,,,0,SMediaNut,8,Read how #Vanarsdel &amp; @Azure led one district to smarter data insights &amp; better #data management:
6894,12/23/2018,Paris,,,0,ungaro_e,8,#PowerSelfie #Vanarsdel
6895,12/26/2018,CH,,,0,renegade_net,8,Check out the #Vanarsdel Premium calculator:
6896,12/27/2018,"Tampa, FL",Tampa,FL,1,SQLChicken,8,Learn more about building Data Connectors for #Vanarsdel #powerquery
6897,12/29/2018,"Tampa, FL",Tampa,FL,1,SQLChicken,8,Wow! These are epic #Vanarsdel reports! Kudos to all the creators! @MSPowerBI
6898,12/30/2018,Florida,,,0,LesleyJDavidson,8,Gain knowledge in Data Visualization with @patrickdba in advanced #Vanarsdel for the #BusinessAnalyst. #
6899,12/31/2018,Germany,,,0,SQLSamLester,8,"#Vanarsdel has become much more efficient in its file structure: it no longer stores the unused images. Great job, @MSPowerBI t"
6900,1/1/2019,Germany,,,0,SQLSamLester,8,"#Vanarsdel Premium Whitepaper: https://t.co/Rcw5EyEKdn: Made for grown-ups. Incremental Refresh, Pinning Datasets to Memo"
6901,1/14/2019,"Stirling, Scotland",,,0,lxrupesh,8,Introducing #Vanarsdel Report Server for on-premises Power BI report publishing #SSRS #SQL
6902,1/16/2019,"Spring, TX",Spring,TX,1,GuyInACube,8,My #Vanarsdel Facebook bug - Keep reading if you followed my blog to read posts from Facebook
6903,1/18/2019,"Spring, TX",Spring,TX,1,GuyInACube,8,Wow! These are epic #Vanarsdel reports! Kudos to all the creators! @MSPowerBI
6904,1/19/2019,"Toronto, Ontario",,,0,DSIDataExperts,8,Find out why #Vanarsdel Premium is the next step in empowering people &amp; organizations through critical intelligence:
6905,1/20/2019,Settimo Torinese - Italy,,,0,FerrariAlberto,8,"New book! Analyzing Data with #Vanarsdel and #PowerPivot for #Excel, by @FerrariAlberto &amp; @marcorus"
6906,1/22/2019,London,,,0,pkamasani,8,"Well, well, what do we have here - #ssrs #Vanarsdel"
6907,1/23/2019,London,,,0,pkamasani,8,Now you can see the usage metrics for your #Vanarsdel reports @MSPowerBI
6908,3/10/2019,"Denver, CO",Denver,CO,1,stevewake,8,"My thoughts on the new #Vanarsdel Premium - and all the ""Other"" changes that came with it"
6909,3/12/2019,"Hamburg, Germany",,,0,SchreiberLars,8,Big #iOS update for #Vanarsdel! Power BI Report Server preview is now supported!
6910,3/14/2019,"Alcobendas, Spain",,,0,ambynet,8,Minor bug fixes to VertiPaq Analyzer 1.8 - available now #Vanarsdel #dax #ssas #tabular
6911,3/15/2019,"Alcobendas, Spain",,,0,ambynet,8,Help us get the Current Folder Path in M for #Vanarsdel and #PowerQuery as #excel users already have. Please vote here htt
6912,3/20/2019,"Perth, Western Australia",,,0,mikehawryluk,8,"We provide the detail, you choose the winner: #QlikSense Script vs #Vanarsdel #DAX Measures"
6913,3/22/2019,"Sunny Glasgow, Scotland",,,0,sql_bob,8,Published the May #Vanarsdel Desktop build last night (PST). I think this is the longest we've waited before all the tweets st
6914,3/23/2019,UK,,,0,workerthread,8,#Vanarsdel public facing reports connected to #OData API on #StatsWales. @AltiusBI
6915,3/25/2019,"Berne, Switzerland",,,0,hp_pfister,8,Would say that #Vanarsdel Quick Measures will only lead to improved and more efficient DAX developers
6916,3/27/2019,"Berne, Switzerland",,,0,hp_pfister,8,You can now submit DAX expressions that you think would make a great #Vanarsdel quick measure! via @MS
6917,10/13/2017,United States,,,0,SQLdataservices,7,#Vanarsdel licensing is confusing. @GregDeckler does a great job of breaking it down.
6918,10/15/2017,"Oldham, England",,,0,JonBaylis,7,Is #QlikView losing out to #Vanarsdel and #Tableau? All who work with #dataviz. Which #Datavisualization #tool is best? #D
6919,10/17/2017,"Oldham, England",,,0,JonBaylis,7,Distribute to large audiences with #Vanarsdel apps
6920,10/28/2017,#NAME?,,,0,Twirralpeople,7,#Vanarsdel dashboards can be viewed on your mobile devices #workshops available #Twirral #sbutd
6921,10/30/2017,"Durban, South Africa",,,0,RuthieGray,7,This is huge! Data Connector SDK Developer Preview #Vanarsdel
6922,11/2/2017,"Tampa, FL",Tampa,FL,1,SQLChicken,7,"Join me tomorrow for a new #Vanarsdel webinar: ""Power BI security deep dive"" 7PM CEST/10AM PT"
